,Sentence,pred_sentiment
597,"`` we have tailored our solutions to meet solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",neutral
598,operating income rose to eur 696.4 mn from eur 600.3 mn in 2009 .,neutral
599,"net sales in 2010 were about eur 2.0 billion , of which international operations accounted for roughly a quarter .",neutral
600,"in sales volume , coca-cola 's market share has decreased by 2.2 % to 24.2 % .",neutral
601,the desk will reach its full planned strength of ten persons in autumn 2007 .,positive
602,"one price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",neutral
603,veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,neutral
604,the first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .,neutral
605,it includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,neutral
606,"operating profit fell to eur 35.4 mn from eur 68.8 mn in 2007 , including vessel sales gain of eur 12.3 mn .",positive
607,"the largest restructuring is planned for italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",neutral
608,"at first , solteq 's services to companies operating in the st. petersburg area will include maintenance and material management systems and data collection solutions .",neutral
609,$fb shifting on the 15 minute here - suspect to take highs,neutral
610,$wmt bullish with macd crossover with rsi and sto going up - above 73.4$ ma50 res. could run http://stks.co/ggcq,neutral
611,operating profit rose to eur2 .4 m from eur1 .6 m year earlier .,positive
612,"ruukki has signed a contract to deliver and install the steel structures for a bridge over the kyronsalmi strait in savonlinna , finland .",neutral
613,"they can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",neutral
614,meggitt share price tumbles as profit falls in 'challenging year',positive
615,"$imrs - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",neutral
616,"on top of that , the us commerce department published worse-than-expected construction spending figures for november .",neutral
617,"under the agreement , pfizer has been funding biotie 's research activities on the pde10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds .",positive
618,"the tests , conducted at nokia siemens ' lte center of competence in espoo , finland , follow the company 's production start of lte-ready flexi multiradio base stations for the 800 mhz band in april 2010 , and complement earlier tests with nokia on the 2100 mhz and 2600 mhz bands .",neutral
619,"says brian burton , head of it security , vodafone uk .",neutral
620,"net cash from operating activities was a negative eur 0.3 mn , compared to eur 30.9 mn in 2009 .",negative
621,the total need for staff cuts corresponds to about 300 man-years .,neutral
622,"within the framework of the partnership , nokia siemens networks has signed an initial framework purchase agreement with sitronics subsidiary , jsc mikron , which is the largest manufacturer and exporter of microelectronic components in russia .",positive
623,the estimated annual value of the frame agreement is about eur 50mn .,positive
624,the company expects its net sales in the first half of 2008 to reach the previous year 's level .,neutral
625,"in addition to its stake in megafon , telecominvest currently owns 100 % of shares in web plus and st. petersburg payphones , 51 % in telecom equipment producer peter-servis and a number of other minor assets .",positive
626,"russia 's top container shipping group , fesco , and finnish logistics company nurminen logistics have started a pilot project offering clients direct intermodal transportation service from finland to asia pacific countries , fesco said in a statement .",neutral
627,operating profit fell to eur 23.26 mn from eur 32.86 mn .,positive
628,finnish silicon wafers manufacturer okmetic oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,neutral
629,"fiskars r , founded in 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the u.s. .",neutral
630,"berkshire discloses unit's ties to iran, opens probe",neutral
631,the aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,neutral
632,"today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .",neutral
633,"in the baltic countries , sales fell by 42.6 % .",neutral
634,"for 24-hour news , try icis news www.icis.com click `` trial '' , then icis news",neutral
635,"in finland , 71 % of paper and paperboard is reclaimed .",neutral
636,"a total of 750,330 new citycon shares with a nominal value of eur 1.35 per share were subscribed in december exercising the a-b-c options based on the company 's stock option plan 1999 .",positive
637,$grpn might be selling off ahead of $p earnings...,neutral
638,"the above mentioned shareholders will suggest that a monthly salary of eur 1,400 would be paid for the board members outside the company .",neutral
639,arm profits and sales up as shift away from mobile gains pace,positive
640,"incap contract manufacturing will carry out the manufacturing for these agreements at its factory in tumkur , near bangalore .",neutral
641,cargo volume increased by approximately 5 % .,neutral
642,$googl hit with lawsuit from russian search engine $yndx http://stks.co/b1kd8,neutral
643,$aapl action into the close indicates that $aapl probably hit a near term high.  momentum slowing after a huge run.,neutral
644,"so far the company has awarded more than $ 350,000 worth of tools and materials .",positive
645,"however , the company saw its net profit for the third quarter down to eur1 .4 m from eur1 .5 m for the corresponding period of 2009 .",positive
646,aviva fined $27 million by u.k. regulator over fee failings,negative
647,"finnish management software solutions provider ixonos oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",positive
648,"the bank also expects additional costs , related to the dash 8 - q400 jets , which the group shelved in october 2007 .",neutral
649,the turbines are expected to be launched by the end of 2012 .,neutral
650,"adpnews - sep 28 , 2009 - finnish silicon wafers maker okmetic oyj hel : okm1v said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",neutral
651,shell offers 50 percent premium to buy bg for $70 billion,neutral
652,lean system supports change management and component purchasing extremely well .,positive
653,incap furniture is presently negotiating staff cuts .,neutral
654,"to see more of new haven register , or to subscribe to the newspaper .",neutral
655,"production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",neutral
656,$nvda sideways,neutral
657,diageo shares surge on report of possible takeover by lemann,neutral
658,`` our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,neutral
659,"` nordea 's definitely too big for sampo to acquire , ' said an analyst ` but sampo would appear to have an agenda for nordea ahead of the privatisation .",neutral
660,"ahlstrom , headquartered in helsinki , finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials .",neutral
661,"the redesigned crushing circuit has been in operation since the start of september and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",neutral
662,"the combination of all services enabling us to offer a complex and strengthened service chain not only limited to the baltic port connections but also for getting access to the world wide grimaldi network into the mediterranean , africa and north america `` says uwe bakosch .",neutral
663,"key reasons to read this report : - report contains only relevant information , leaving out excessive data .",neutral
664,adobe receives new rating from top analyst $adbe https://t.co/ljnxpevhzn,neutral
665,"as part of the agreement , aspocomp will also give meadville a 10 pct slice of a subsidiary operating in oulu , finland .",positive
666,"the order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for plyfa 's hassela mill , central sweden .",neutral
667,diluted earnings per share ( eps ) stood at eur 0.25 versus eur 0.42 .,neutral
668,$vrtx early technical buy signal... for confirmation > 86 it needs some fundam. incentive https://t.co/quysrqfo2x,neutral
669,the energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,positive
670,johnson matthey raises prospect of investor payout,neutral
671,"the chain has been trying to cut its own costs , pressuring vendors such as fitness equipment manufacturer precor to slash prices .",negative
672,"aldata solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its dollars for dinosaurs program .",positive
673,also the development of online businesses will continue .,neutral
674,"`` method and system for controlling a hard disk drive using a multimediacard physical interface '' was invented by marko ahvenainen ruutana , finland .",neutral
675,fortum had previously bought the state-held stake in tgk-10 from rao ues during its reform .,neutral
676,"in the first nine months of 2010 , the company 's net loss narrowed to eur415 ,000 from eur7 .4 m for the corresponding period of 2009 .",neutral
677,us dollar wipes out sales gains for sabmiller,positive
678,"revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",neutral
679,"seppala 's revenue increased by 0.2 % to eur10 .1 m. in finland , revenue went down by 2.4 % to eur6 .8 m , while sales abroad rose by 6.2 % to eur3 .3 m. sales increased in all the baltic countries as well as in russia and ukraine .",positive
680,$wx decent pull back . .,neutral
681,"master of mayawas jointly developed by nokia siemens networks and ufa - fremantlemedia , and will be actively advertised by maxis in the end of may 2007 .",neutral
682,$endp was looking for a long entry but today's price action wasn't appealing,neutral
683,covered my small $mww short @ 7.99 for a .16 loss. flat on the day. all cash now.,neutral
684,return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,neutral
685,"the negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",neutral
686,$acom http://stks.co/1g6x downside breakout looks to be coming soon.,neutral
687,finnish handling systems company cargotec oyj ( hel : cgcbv ) said today that it won a eur 13 million ( usd 16.6 m ) contract to deliver macgregor hatch covers for ships ordered by norwegian shipowner grieg shipping .,neutral
688,"78 users on vetr are bearish on tesla motors, inc., indicating a sell rating (2 stars) for $tsla https://t.co/vvpzqcxsnj",neutral
689,"the cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",neutral
690,"capman , the stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .",neutral
691,the compnay also said that it would lower the price of development projects by about one third compared with last november .,neutral
692,"the nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",positive
693,finnish communication electronics components supplier scanfil oyj tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,neutral
694,high winds also toppled three semi-trailers on i-15 north of barstow .,neutral
695,ruukki signed the contract with norwegian company veidekke entreprenor as .,neutral
696,"konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",neutral
697,$googl is setting up above its 50-day moving average. https://t.co/ttm9rnfoxj,neutral
698,"the deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said .",neutral
699,operating cash flow after investments totalled eur 61.3 mn compared to eur 75.3 mn in the corresponding period in 2007 .,neutral
700,"the ebrd is using its own funds to provide a 21.6 mln a loan while the b portion of 10 mln euros has been syndicated to two finnish commercial banks , nordea bank finland plc 7.7 mln euros and pohjola bank plc 2.3 mln euros .",neutral
701,`` the issues identified by stonesoft affect a range of content inspection technology .,neutral
702,pharmaceuticals group orion corp reported a fall in its third-quarter earnings that were hit by larger expenditures on r&d and marketing .,neutral
703,5-star analyst @brianwieser from pivotal research upgraded rating on $googl to buy. brian has a 79% success rate https://t.co/t0dn02eoh5,positive
704,hobby hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,neutral
705,"last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",neutral
706,"operating loss totalled eur 3.2 mn , compared to a profit of eur 7.2 mn in the third quarter of 2008 .",neutral
707,subscription sales decreased slightly .,neutral
708,"( adp news ) - feb 6 , 2009 - finnish fishing tackle company rapala vmc corp ( hel : rap1v ) said today its net profit rose to eur 19.2 million ( usd 24.6 m ) for 2008 from eur 17.5 million for 2007 .",positive
709,finnish sports equipment company amer sports said it has decided to lay off 370 workers from its salomon division in france .,neutral
710,the original contract was signed last summer .,neutral
711,"in the first quarter of 2008 , sacanfil 's net sales totalled eur 50.0 mn and its operating profit eur 4.7 mn .",positive
712,$spy c'mon bulls buy dips!,neutral
713,"s group 's loyal customer magazine yhteishyv+ñ came second with 1,629,000 readers and sanoma corporation 's daily newspaper helsingin sanomat was third with 1,097,000 readers .",positive
714,"kesko agro eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",neutral
715,"according to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .",neutral
716,$fb & $tsla cracking lower early. $short #correction #stocks,neutral
717,"operating profit was eur 24.5 mn , up from eur 23.0 mn .",positive
718,the total capital of funds managed by the bank decreased by 28 % to eur 284mn by the end of september 2008 .,neutral
719,"commission income decreased to eur 3.8 mn , compared to eur 4.6 mn in the third quarter of 2007 .",neutral
720,finnish software developer done solutions oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive
721,"niina nenonen , marimekko 's current director for clothing , bags and accessories lines , will take up this role .",neutral
722,homeowners across north america have green experiences to share from cost savings to clean and eco-friendly heating .,positive
723,pharmaceutical market in italy global research & data services published recently a market analysis about the pharmaceutical markets in italy .,neutral
724,"`` this transaction supports huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says huhtam+ñki oyj 's ceo jukka moisio .",neutral
725,"britain's ftse steadies, supported by dixons carphone",neutral
726,"adp news - nov 13 , 2008 - finnish printed circuit board pcb maker aspocomp group oyj omx : acg1v said today that its net loss narrowed to eur 2 million usd 2.5 m in the first nine months of 2008 from eur 57",neutral
727,finnish media group talentum has issued a profit warning .,neutral
728,"the train is expected to cross the russian territory in 9 days , reaching the vostochny port .",neutral
729,"ftse 100 drops 2.5 pct on glencore, metals price fears",negative
730,the acquisition is part of ramirent 's strategy to strengthen its position in selected locations .,neutral
731,hk ruokatalo 's target is to know the consumers .,neutral
732,$sbux getting sold here.,neutral
733,strategic and operational business information is objectively reported .,neutral
734,with this acquisition panostaja oyj further expands its business area specialising in digital printing .,neutral
735,"via the move , the company aims annual savings of some eur3m , the main part of which are expected to be realized this year .",positive
736,net sales in 2006 totaled eur 302 million and the operating margin was 16 % .,neutral
737,"however , the growth margin slowed down due to the financial crisis .",neutral
738,"it started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming .",neutral
739,"`` this is a significant milestone for benefon , helping us to secure critical usp 's for our personal navigation product roadmap for 2007 and beyond , '' commented simon button , chief technology officer at benefon .",positive
740,kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on jan. 21 and the saltonstall state office building on jan. 23 .,neutral
741,the concept enables a commercially affordable way to manufacture high-quality tco coated glass for the solar industry .,neutral
742,performance in the second half of 2009 exceeded expectations .,neutral
743,$es_f. nice little cup-and-handle shaping up on the 15-minute. end-of-day $spy $spx favours a good day for the index. will we see a gap open,positive
744,"the 10,000-odd square metre plot that stockmann has bought for the nevsky center shopping center is located on nevsky prospect , st petersburg 's high street , next to the vosstaniya square underground station , in the immediate vicinity of moscow station .",neutral
745,amazon has been selling surveillance cameras infected with malware $amzn #amazon  https://t.co/tohleq8fk6 https://t.co/5pr4cbtvvy,neutral
746,net sales dropped by 6 % year-on-year to eur 11.9 million .,neutral
747,down to eur5 .9 m h1 '09 3 august 2009 - finnish media group ilkka-yhtyma oyj ( hel : ilk2s ) said today its net profit fell 45 % on the year to eur5 .9 m in the first half of 2009 .,positive
748,"the scheme for teliasonera and altimo is practically identical , except that it involves the merger of their stakes in vimpelcom and kyivstar .",neutral
749,"finnish textiles and clothing group marimekko oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",positive
750,"a january 11 , 2010 ephc board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",positive
751,$iwm relative weakness is pretty apparent but the short boat is getting full on this one. i prefer the boat closer to empty.,neutral
752,"`` the second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said magnus rosen , ramirent ceo .",neutral
753,"in the third quarter of 2010 , net sales increased by 5.2 % to eur 205.5 mn , and operating profit by 34.9 % to eur 23.5 mn .",positive
754,the second-quarter net sales are expected to be on par with the first quarter of 2009 .,neutral
755,"according to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",neutral
756,l&t also acquired a 50 pct stake in local sector company salvor oy at the beginning of september 2007 .,neutral
757,bot $amzn 600 weekly calls here @ 5.93,neutral
758,vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,neutral
759,"finnish suominen corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of suominen 's nonwovens and wet wipes from the previously estimated volumes .",neutral
760,"the estonian electronic components factory , elcoteq , is running out of material because of the closure of air traffic .",neutral
761,$bbry ready for take off!,neutral
762,"nine banks including barclays, citi, agree to pay $2 billion to settle forex ...",neutral
763,"as a result of these transactions , the aggregate holdings of burrill life sciences capital fund , l.p. has decreased below 5 per cent of the total number of shares and votes of the company .",neutral
764,diluted earnings per share ( eps ) declined to eur 0.78 from eur 1.76 .,neutral
765,"at the beginning of the subscription period on may 2 , 2006 the share subscription price under b option right is eur 10.22 per share .",positive
766,"after the sale , savcor group ltd will comprise savcor art , a corporate function and an investment in cencorp corporation .",neutral
767,amazon's grocery deal with morrisons is only the beginning,neutral
768,"according to finnish fim bank , alpro 's price would be around eur 100mn-150mn .",neutral
769,net sales decreased to eur 220.5 mn from eur 470.0 mn in the corresponding period in 2009 .,neutral
770,teva: fda approves generic version of astrazeneca heartburn drug,neutral
771,the event can be followed on-line via orion 's finnish homepage at www.orion.fi as well as via the kauppalehti live web service at www.kauppalehti.fi/live .,neutral
772,"the lithuanian beer market made up 14.41 million liters in january , a rise of 0.8 percent from the year-earlier figure , the lithuanian brewers ' association reporting citing the results from its members .",neutral
773,"cost cutting measures , which have produced around eur70m of savings over the past nine months , have dampened the airline 's loss , finnair said .",neutral
774,$iaci http://stks.co/tju looks good on the weekly chart.,positive
775,viking line head jan kaarstroem told tt that his company 's ferries were well equipped to handle ice and that all the passengers were safe .,positive
776,"finnish investment group panostaja oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended october 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",positive
777,astrazeneca and daiichi sankyo to jointly commercialise movantik in the us,neutral
778,"all the ferries had run into trouble just outside the stockholm archipelago , made up of more than 20,000 islands .",neutral
779,with this appointment kaupthing bank aims to further co-ordinate capital markets activities within the group and to improve the overall service to clients .,positive
780,$spy tomorrow party time for the bears!! $goog and $msft -5.5%,neutral
781,"operating profit excluding non-recurring items decreased to eur 6.2 mn from eur 16.8 mn in 2007 , representing 2.3 % of net sales .",neutral
782,the bank vtb24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,neutral
783,"last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",neutral
784,"featuring the s60 user interface , this 135-gram model also comes with a 2.4-inch quarter vga display and 100 megabytes of internal memory , expandable through the micro secure digital slot .",neutral
785,"the sellers include 40 shareholders , including intellibis management , employees and other investors .",neutral
786,the insurer anticipates its share in nordea 's net profit to be significant .,positive
787,"adp news - feb 25 , 2009 - finnish printed circuit board pcb maker aspocomp group oyj hel : acg1v said today it swung to a net profit of eur 300,000 usd 385,000 for 2008 versus a net loss of eur 65.3 million",neutral
788,the company reported today an operating loss of eur0 .1 m on net sales of eur4 .5 m for the first quarter 2008 .,neutral
789,"operating profit totaled eur 825mn , up from eur 763mn in 2004 .",positive
790,capitex kalmar will continue to be responsible for the maintenance and technical development of the services .,neutral
791,`` directors and shareholders alike should ask why these practices were allowed to continue . '',neutral
792,"ceos of bpm, ubi meet italy econ minister as m&a talk heats up",neutral
793,"tekla will organize an information meeting for analysts and media at wtc helsinki marski meeting room , aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. light lunch will be served .",neutral
794,"the business is organised , as of february 1 , 2011 , in a way that production of design services is combined into one entity , etteplan operations .",neutral
795,"following the increase , huhtamaki oyj 's registered share capital is eur 358,706,290.00 and the number of shares outstanding is 105,501,850 .",positive
796,"it generated an operating loss of eur 96.3 mn , down from a profit of eur 43.9 mn .",neutral
797,"in the first half of 2008 , the bank 's operating profit fell to eur 11.8 mn from eur 18.9 mn , while net interest income increased to eur 20.9 mn from eur 18.8 mn in the first half of 2007 .",positive
798,elcoteq 's revenues in 2007 were approximately eur 120 million .,neutral
799,25 march 2011 - finnish electronics contract manufacturer scanfil oyj hel : scf1v said today its plan to merge wholly owned scanfil ems group with ojala-yhtyma oy has hit a snag as shareholders of the domestic rival rejected the deal .,neutral
800,"nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",neutral
801,`` our design team has long admired marimekko 's vivid patterns and colors .,positive
802,"ftse falls to 3-month low on greek debt concerns, easyjet skids",negative
803,its market share widened to 48.51 percent from 48.31 percent a year earlier .,neutral
804,"the negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",neutral
805,update 1-astrazeneca boosts respiratory unit with $575 mln takeda deal,neutral
806,net sales fell by 33 % from the third quarter of 2008 to eur 130.5 mn .,neutral
807,"`` these tests are part of a larger campaign which includes various customer trials and demonstrations to make lte on 800 mhz commercially viable by this summer , '' nokia siemens head of lte business line , reino tammela , said .",neutral
808,"goldman sachs, barclays, hsbc downplay brexit threat",negative
809,"operating profit before non-recurring items was eur 8.3 mn in the first nine months of 2008 , compared to eur 8.4 in the corresponding period in 2007 .",positive
810,do it for me' trend underpins uk sales growth at kingfisher,neutral
811,"food sales totalled eur 323.5 mn in october 2009 , representing a decrease of 5.5 % from october 2008 .",neutral
812,"marubeni has participated in ghg - green house gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to japanese clients .",neutral
813,"according to statistics by the finnish maritime administration , shipping did not increase much in january-august 2009 , however .",neutral
814,"westend ict plc s new 409,665,891 shares and increase of share capital with eur 2,000,000 based on the resolutions of extraordinary shareholders meeting on 27 december 2010 have today registered in the trade register .",positive
815,the fund at fair value will increase correspondingly .,positive
816,"finnish suominen corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of eur 44.1 mn in the second quarter of 2010 , up from eur 43.3 mn in the second quarter of 2009 .",neutral
817,the inventor was issued u.s. patent no. .,neutral
818,"in september alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",neutral
819,"strong brand visibility nationally and regionally is of primary importance in home sales , vehicle and consumer advertising .",positive
820,this is the first time finnair has been awarded an agreement with the uk government .,positive
821,"following the move , stora enso holding in newpage will remain unchanged .",neutral
822,expecting  $spy to close above 205.20 $aapl,neutral
823,"once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",positive
824,"the company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive
825,"the outsourced scan and capture solutions transfer paper invoices into electronic format , and basware business transactions service allows the customer to receive and send invoices in an electronic format .",neutral
826,astrazeneca suffers setback after drug fails to treat eye cancer,negative
827,sanoma magazines international will invite other shareholders holding approximately 15 % of the shares to sell their shares .,positive
828,`` this could be us .,neutral
829,`` the trend in the sports and leisure markets was favorable in the first months of the year .,positive
830,"pre-tax profit totaled eur 397.4 mn , up from eur 164.7 mn .",positive
831,berkshire applies to boost wells fargo stake above 10 percent,positive
832,"moreover , konecranes and kito intend to transfer the hoist distribution business of konecranes ' japanese joint venture mhs konecranes to kito .",neutral
833,the company did not disclose the price of the acquisition .,neutral
834,fancy dans on the move fab glasgow gift and interiors store fancy dans is moving !,positive
835,starbucks' digital strategy to drive significant growth with customer loyalty https://t.co/9q7ci79iyo $sbux,positive
836,"retail chain suomen l+ñhikauppa was given the index 5.8 , airline sas 5.8 , teliasonera 's broadband 6.1 , german retail chain lidl 6.1 , tele finland 's mobile subscriptions 6.1 , tallink shipping line 6.3 , and power company helsinki energy 6.3 .",neutral
837,"m-real corporation stock exchange release 27 august 2009 at 3.15 pm m-real has received the eur 190 million cash payment from sappi m-real corporation , a part of mets+ñliitto group , divested its graphic papers business to sappi limited at the end of 2008 for eur 750 million .",neutral
838,the amendment will not incur additional costs .,neutral
839,"operating result , excluding one-off items , totaled eur 9.1 mn compared to eur 10.6 mn in continuing operations , excluding one-off items in 2004 .",neutral
840,the mill has long traditions and holds an established position in the markets .,neutral
841,"lots of metal stocks look like a 5-10% run awaits. long $ssri,$paas and $nem but most high quality names should go if metal prices cooperate",positive
842,"$endp - we saw a large order in this one last week, someone also accumulating may & jun 35's calls today",neutral
843,thank you $goog (google alphabet) and $fb (facebook) stocks! what a nice reversal.,positive
844,about elcoteq elcoteq se is a leading electronics manufacturing services ( ems ) company in the communications technology field .,neutral
845,"the company operates worldwide and employs in total approximately 47,000 persons .",neutral
846,okmetic board of directors has also decided on a new share ownership program directed to the company 's top management .,positive
847,"lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , zahariev said .",positive
848,aspocomp has a large factory in china and a factory building project in india that was halted due to financing problems .,neutral
849,"$tsla on fire, what is that 6 up days in a row. someone neeeeds!! in",neutral
850,"october-december sales were 302 mln eur , or a 25.3 pct increase year on year .",neutral
851,ge is building the facility with wind power developer invenergy wind llc .,neutral
852,"update 1-bhp billiton's credit ratings fragile in fy16, agencies warn",neutral
853,"( adp news ) - nov 3 , 2008 - finnish paper , packaging and forest products company stora enso oyj ( omx : sterv ) said today that it would invest eur 137 million ( usd 176.6 m ) in the building of a power plant at its ostroleka mi",neutral
854,the transaction was announced on september 29 when pohjola insurance agreed to pay eur 80 million ( usd 106.3 m ) in cash for pohjantahti .,neutral
855,"previously , it projected the figure to be slightly lower than in 2009 .",neutral
856,"the total value of the project is about eur53m , including the plots that will be transferred to atria .",neutral
857,operating profit rose to eur 27.8 mn from eur 17.5 mn in 2008 .,positive
858,the shares shall be acquired according to the rules of nasdaq omx helsinki and otherwise according to the rules related to acquisition of the company 's own shares .,positive
859,"according to the prosecutor , the share transactions were carried out after hk ruokatalo had proceeded in the negotiations concerning the acquisition of swedish meats .",neutral
860,"operating profit totalled eur 9.6 mn , down from eur 42.0 mn the year before .",positive
861,arm slammed by handset sales outlook,neutral
862,"britain's ftse gains, land securities up after dividend hike",positive
863,builder persimmon hails 6% rise in house sales,neutral
864,most of the dividend will go to the grimaldi family .,neutral
865,"economic development in china is no longer taking place only on the east coast and in the shanghai area , vauramo says .",neutral
866,"jun. 14 , 2009 ( aol weblogs delivered by newstex ) -- looks like the e71 is about to be upstaged as nokia 's ( nyse : nok ) premier business-class smartphone -- someone in espoo 's just hit the corporate youtube account with this promo video for an e72 .",neutral
867,$nihd insiders got this one wrong. looking for bottom. rsi under 30,negative
868,"laavainen said benecol was well known in europe and the us , where it had been in the market for 15 years .",neutral
869,"the company also appointed leif rosen head of the special plate unit which includes the quarto plate units in degerfors , sweden , and new castle , usa , the unit in willich , germany , as well as pressplate and prefab in avesta and plate service centre nordic in degerfors .",positive
870,"potential defect with third-row seat belts. tesla motors recalls 2,700 model x suvs $tsla https://t.co/yvydncdndi",neutral
871,"altogether capman employs approximately 150 people in helsinki , stockholm , copenhagen , oslo , moscow and luxembourg .",neutral
872,"the segments through which the company operates are frozen food business , seafoods , vegetable oil business , grain trading and other business operations .",neutral
873,"based on negotiations with personnel , some 20 % have indicated their willingness to move to the new location .",neutral
874,france raises concerns over proposed lse-deutsche boerse deal,neutral
875,"561,470 new shares under 2003 option rights plan packaging company huhtamaki oyj reported on monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",positive
876,"sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",neutral
877,the expansion will be delivered in the fourth quarter of 2006 .,neutral
878,aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,positive
879,"according to karhinen , op-pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",positive
880,"u.k. stocks resume gains to rally to record; crh, tullow climb",positive
881,$fio won't stay down,neutral
882,"the decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",neutral
883,the court found telecominvest 's arguments convincing .,neutral
884,"the largest restructuring is planned for italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",neutral
885,"operating profit totaled eur 9.4 mn , down from eur 11.7 mn in 2004 .",positive
886,earnings per share eps in 2005 decreased to eur0 .66 from eur1 .15 in 2004 .,neutral
887,"md henning bahr of stockmann gruppen praises the trend , since the chains become stronger and their decision-making processes more clear .",positive
888,the investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,positive
889,companieshome retail trims gains but is considered 'in play',positive
